Step,Type,Amount,nameOrig,oldBal,newBal,nameDest,oldBalDest,newBalDest,isFraud,isFlaggedFraud,TransactionId,Timestamp,Payment Method,Status,UserId,LoginTime,DeviceType,Browser,Geolocation,Activity
7,DEBIT,9419.47,608cb8dd-914d-4aed-aa6f-855155202ee5,7085.43,-2334.039999999999,b59d36dd-266d-40a6-b20d-422f5571dd9a,540.72,9960.189999999999,0,0,d8ca1c78-3ab6-4225-b9e3-45eb809cbc29,2024-04-12 12:58:34.592093,Bank Transfer,Failed,d0a9858c-db41-4009-b76e-1c13dfadbc14,2024-05-28 23:48:08.777972,Desktop,Firefox,CA,Site consider box serious until activity international.
29,DEBIT,3639.7,5a28b3ac-8cd0-462a-90d4-436548a3e68a,14593.97,10954.27,cc0d8cef-d4c2-4f5f-986e-9ce0b26c06a1,12973.95,16613.65,0,0,d03992f7-b5e9-4c5e-9112-d6ac41ebdb01,2024-02-07 16:44:29.154582,Bank Transfer,Completed,d67b7c57-7239-4e20-9c0a-d47f28bf1519,2024-04-04 10:23:22.380260,Desktop,Safari,CA,Individual people measure official per boy safe.
25,CASH_OUT,3460.24,2bdbc990-583f-4c62-9f8b-3c4f5c41413e,19072.75,15612.51,e26c3842-df15-4dab-a204-4b6a1b2d51c8,15631.93,12171.69,0,0,560a6ac2-d43f-4cb9-a23b-b8ebaa2dc0d6,2024-03-25 18:46:09.944516,Debit Card,Completed,01631b7e-244a-4983-a3f4-90e94ef88533,2024-07-17 01:08:06.866906,Desktop,Safari,FR,Wall me owner report surface Republican difference.
22,PAYMENT,579.6,57cc51c5-ae68-4009-8d48-e5b77a38469f,15986.95,15407.35,f1c254be-6ddb-4362-bded-c3923d828c79,48.13,627.73,0,0,713122b1-a0cf-4c9a-8214-06c2bbbd7abf,2024-02-08 18:22:08.208392,Credit Card,Pending,80fa238d-4df4-4341-9997-a1020f588fdc,2024-06-19 08:47:48.969368,Desktop,Edge,FR,Could resource tough shake describe represent.
24,CASH_OUT,8652.51,11fe2ec2-f46f-423f-8576-3bd6b53d6edd,11348.69,2696.1800000000003,8ab99da5-f946-4594-b173-d805ac0d7074,2192.41,-6460.1,0,0,44defe70-8691-4b9f-9ab1-4000c80a637a,2024-07-09 10:28:02.889015,Bank Transfer,Completed,93cdc3ab-79b3-4031-84e6-0ed96eb80730,2024-02-01 10:10:19.266710,Mobile,Edge,US,Themselves free pretty politics cup under.
9,CASH_OUT,7870.48,5aecbb6f-da4a-44e0-9b6a-7d0e707b7a6f,4672.2,-3198.2799999999997,78f93666-cf0e-4b25-b0b6-36996ef5f3a4,13232.51,5362.030000000001,0,0,810388ec-bc5c-484a-8bd2-fb2ddf5b58c9,2024-07-16 11:47:36.272043,Debit Card,Pending,9081229f-305d-4ce6-a142-addec4d0b642,2024-02-22 01:16:46.533866,Tablet,Edge,UK,Either once artist make detail economic high.
23,PAYMENT,2792.33,739881be-205f-41c0-9080-42588110cd1e,18929.07,16136.74,bdccfdcf-4412-4d60-b0ef-2a267b090c61,6301.41,9093.74,0,0,e2f9dc7f-21f3-4a2a-942a-cb8795e76f32,2024-05-22 19:18:36.087884,Debit Card,Completed,a81469e5-30a9-43d5-9e3b-d77d28da4168,2024-04-21 21:03:23.821113,Mobile,Chrome,UK,Vote him behavior.
19,DEBIT,7085.27,631b6bcf-8cc2-4dc7-96ed-0f25ba43ea89,13605.28,6520.01,8c09aeac-7042-48ec-b9cc-b8934c5aac5f,16264.05,23349.32,0,0,aa4d341b-8f60-4fd4-8019-1966ef2f1228,2024-04-02 09:24:56.892840,Credit Card,Pending,2751e79e-cd18-4412-84d7-42e404682d01,2024-02-25 12:27:46.232546,Tablet,Chrome,FR,Listen become certainly power focus book.
5,PAYMENT,3154.22,29c66091-46f8-46f3-bcd1-f57ab31ac86c,17111.46,13957.24,640a9475-dfe7-4618-a389-cf823f1d32d4,9559.26,12713.48,0,0,0b699cf9-92b3-41a8-adb7-ed5153d40943,2024-04-16 23:26:26.972610,Credit Card,Failed,359ff743-dbd2-4cb0-a740-ac053e33f0c0,2024-06-25 02:10:53.717739,Desktop,Firefox,CA,Memory American admit traditional worry to.
8,CASH_OUT,574.64,8c10bdda-4306-4f32-b80c-e9de07b9ebc5,11244.81,10670.17,4f01ebd4-fce4-4ec7-a207-ce50a5bab031,4866.24,4291.599999999999,0,0,9e2241f8-31f1-4984-aa72-c7c58cb74fef,2024-06-22 02:23:09.430507,Debit Card,Pending,a8191eff-3a02-46b5-aacb-d58ffed9b631,2024-03-03 00:46:35.459913,Tablet,Chrome,CA,Answer still economic rock husband political red.
30,DEBIT,7435.48,88781bf2-cfba-4d17-9de2-f0ad98174766,18561.93,11126.45,0824d861-9e69-4531-ad8b-03f4403dede5,2243.92,9679.4,0,0,8526318f-9369-4b24-823e-ea5f46bf4433,2024-01-13 23:25:53.926308,Credit Card,Failed,d2f68bfd-0442-4419-9194-b60cfc4f566a,2024-01-12 19:44:03.836048,Tablet,Edge,DE,General source strategy data Congress never.
1,PAYMENT,5806.69,f11bfd60-8375-466f-b0eb-8389fa3c9b74,15350.84,9544.150000000001,ccfaba27-cb24-440f-8add-0dd2445334f0,4140.69,9947.38,0,0,d3e2f80f-7710-47a4-8b5b-2363841ec95b,2024-05-12 18:32:08.642868,Debit Card,Failed,4c2a3355-8291-4d2f-a593-bce8357545cc,2024-01-11 22:20:43.094944,Mobile,Safari,CA,Turn lay fight many.
15,CASH_IN,3744.77,d8a42d82-e296-43a7-8678-55c37cf1fef0,11829.03,15573.800000000001,3de88eaf-8248-4086-b437-c867c4bbfaad,11133.18,14877.95,0,0,4761dc7e-c0eb-470c-b5fa-58910725fefb,2024-01-25 20:18:11.641893,Mobile Payment,Pending,c4b192f9-4148-41be-95d0-917cc91db4fe,2024-05-06 03:15:39.663113,Desktop,Firefox,US,Special week bill firm officer seem music theory.
5,DEBIT,4431.69,ac087c68-cdf1-459c-889b-47e1f291f211,11580.75,7149.06,cbc15aee-a537-4372-ba27-f290c90e9a26,19866.48,24298.17,0,0,d4298834-dd0e-41ce-9339-e271dd57f2c0,2024-04-20 04:48:54.657540,Bank Transfer,Completed,178d03f8-9cc0-4a4a-a947-8b3033375558,2024-01-03 12:40:24.980103,Tablet,Chrome,CA,Sport stuff sell technology its effect.
23,CASH_IN,7145.99,fb20e2c4-03be-436f-8d69-402ee362d8f8,16705.07,23851.059999999998,f2600eb4-760c-48e3-b542-229dff10f1cc,17295.13,24441.120000000003,0,0,8ff0365d-7808-4939-9b4a-a5b7f6179a03,2024-04-21 16:33:53.229129,Mobile Payment,Completed,d8cfc1a4-f3ca-4eae-86d7-5355f5539d88,2024-07-18 00:00:20.841035,Mobile,Safari,FR,Water specific fast art another traditional.
14,PAYMENT,9193.75,69b0ef9d-2558-4335-91b1-f2b218239130,16807.45,7613.700000000001,7f7c1eca-a1b4-4908-9943-4c165e4186a5,15802.23,24995.98,0,0,7917c16a-c89c-44e1-8cc6-9aebdd91ecbd,2024-04-07 14:40:23.747582,Bank Transfer,Failed,0a5296cc-f76d-496b-b630-040c7be114f3,2024-06-13 16:07:17.230859,Tablet,Edge,FR,Share ready success much interest first movement.
2,PAYMENT,3082.51,095e348c-6bcb-4bb8-9f3f-196bfb3809fd,10401.44,7318.93,93a6bb8b-aed7-4fed-8d9d-b537b9d264fe,737.23,3819.7400000000002,0,0,9563a609-fdc1-44b6-8bc1-742b36f34ba7,2024-05-06 08:22:18.622910,Bank Transfer,Failed,d42ca411-0a38-42de-bcec-9f6475d0e7bc,2024-01-09 15:59:40.689206,Desktop,Firefox,CA,Where clear once include lot off.
1,CASH_OUT,7739.47,523b8f8b-c365-4594-ac16-ff3db1eab079,15607.63,7868.159999999999,cae9286f-f71a-41aa-9c16-3b2d18161749,11243.26,3503.79,0,0,c57a07bc-85e1-4eeb-9827-80101887f2bc,2024-05-02 07:17:59.241888,Debit Card,Failed,b6c8f150-abab-485c-bcda-f22908b6b4c7,2024-04-13 02:17:59.480667,Desktop,Safari,CA,Push radio Democrat see skill improve son item.
14,CASH_IN,6331.11,a3f16f86-d0df-4e4c-978e-5bb99f93b937,5874.06,12205.17,128856d4-a2dd-4739-b6e5-58bf03c6364a,1369.7,7700.8099999999995,0,0,2b1f77d6-1bf1-4280-8393-47e15c1e1577,2024-06-07 07:00:11.911687,Debit Card,Failed,23f5aaf1-ab5d-4ac4-aaff-290ba8fa094a,2024-06-14 18:17:23.324636,Desktop,Safari,DE,Class computer subject.
13,PAYMENT,1918.36,5a8abb2c-4e84-4e8d-9ea3-23bf076c07c8,5655.56,3737.2000000000007,f25084d7-4b8b-4f07-9a9d-6b1aa29dfe72,18417.3,20335.66,0,0,f0abe2b3-db0a-41d9-af4a-b2f3aba08c14,2024-01-31 09:07:45.919366,Mobile Payment,Failed,f70e63b1-5d88-48c3-8557-04aa9bb0ba0b,2024-02-25 14:25:13.914059,Mobile,Edge,FR,Middle behind be head most film top writer.
25,PAYMENT,4473.83,aec00f5c-d7ec-4c8b-9678-d0f8a4e5773d,392.52,-4081.31,5ed1a880-a496-4aa5-9c33-0410d9821862,11233.6,15707.43,0,0,ac6f6aa8-4cd6-46ef-ab3e-fb4116bc07eb,2024-04-01 12:03:48.586297,Credit Card,Completed,74f4c73f-8018-476b-81c4-1b9039c050e5,2024-04-17 01:26:37.374357,Desktop,Chrome,UK,Really pick water.
10,CASH_IN,512.07,30ed44d7-19d8-4c62-b7cb-b3b4cffd1b28,19517.38,20029.45,5b657db4-19b7-43f0-9ae5-54c81de17786,958.58,1470.65,0,0,5b0d3472-f2be-42ff-9930-fffed6c32f12,2024-03-06 14:04:56.612932,Mobile Payment,Failed,b1ceb7b8-d0a1-446f-a500-33abc99e715f,2024-07-17 15:29:25.476977,Tablet,Safari,CA,Herself send sure shake wrong.
11,DEBIT,8942.28,a90bbb9f-3608-4932-9357-ee6230bce257,17737.19,8794.909999999998,9aadea8c-7994-4a86-b805-0a3619cabe0d,10219.75,19162.03,0,0,c99f5895-ec67-4698-9da3-8bff2cbcc02f,2024-05-04 14:24:58.336739,Debit Card,Pending,e9515ac2-8aa9-415e-b6df-2f1d1ee22d0c,2024-01-17 05:48:54.481838,Tablet,Edge,FR,Inside present detail remember American itself customer.
10,DEBIT,2121.53,49e21718-e7d2-4e4d-896e-22fbda690366,18376.74,16255.210000000001,0871cda8-3d6e-4047-b35a-16b509a1e004,8707.46,10828.99,0,0,89d49308-ea60-4b93-91cb-9eba9db80382,2024-06-23 22:51:25.070589,Mobile Payment,Failed,704ca9b2-8367-43f7-90d5-5c6f27988d5c,2024-04-06 07:42:49.602526,Mobile,Firefox,US,Garden far war.
25,TRANSFER,6689.33,0bbb8f4e-33f9-49d8-8db0-d36e4dc2bd1a,1163.65,-5525.68,f4b30757-5246-4771-8a8b-c37a25494053,17898.99,24588.32,0,0,88543456-291e-4047-8e00-2e493af74337,2024-03-29 05:52:29.941323,Credit Card,Pending,4820dd90-f406-4c49-955c-712a1e2ce3b8,2024-06-11 21:52:34.111767,Mobile,Safari,CA,More happen modern trip.
21,PAYMENT,1329.7,2cf66291-cb17-40ca-9681-4e5c9eee86cd,17403.16,16073.46,f60f033a-aa67-45d5-a3c2-98318ce4c4d3,6087.49,7417.19,0,0,350166c8-93b0-4c27-a61e-1e77785007d6,2024-07-08 23:09:23.700388,Mobile Payment,Pending,9d6e0d16-5118-4e4a-a87f-28a238d8e0ed,2024-04-02 11:51:52.102414,Desktop,Safari,UK,Something close long these agency alone.
6,CASH_IN,784.72,f78991c8-6d53-4638-b3f4-ca336e785cfb,17589.23,18373.95,10fa9851-648b-412c-b4b1-667996973d19,7304.36,8089.08,0,0,3d81c2a6-0bd5-4cf4-b9a8-1e1f49d9d7a8,2024-03-25 08:19:50.614705,Bank Transfer,Failed,6fb05604-eeae-4181-9fca-f1b6ebb24ef5,2024-05-03 06:38:20.222344,Tablet,Firefox,FR,Adult ask large measure point when.
5,CASH_OUT,5670.95,6e0be782-a5bb-4ffa-8e83-076e5c5a5557,16090.96,10420.009999999998,2d9ec2bf-ae52-4096-85ee-45409e9f6304,14050.13,8379.18,0,0,f23007d0-652c-4ae1-9f2d-d0eb890afdd3,2024-01-08 12:05:07.776582,Bank Transfer,Completed,79fc13d8-86a9-4026-85e4-16dbe5c7029b,2024-04-08 16:17:48.243317,Desktop,Edge,UK,Floor recently hospital upon Mrs rule.
19,DEBIT,6782.71,39f5b5e6-41e7-4923-8596-9e550ae6aace,14365.04,7582.330000000001,55938821-14eb-4fb4-a4bf-b03873a21903,4921.24,11703.95,0,0,46a393d2-4563-4b4a-856c-f16f53c2511e,2024-07-09 11:32:18.268483,Bank Transfer,Failed,6f72339f-2ef8-40da-840f-7f9b62f5ebba,2024-01-05 06:05:59.371886,Mobile,Chrome,US,Again size process surface try.
28,CASH_OUT,6628.37,130d275e-8805-43fd-84d1-fd44bc572293,16292.35,9663.98,3f58aa45-5c7f-420c-ab28-9a260cc21f0e,2078.18,-4550.1900000000005,0,0,04f0fa37-916e-42bc-9512-4b07a143af0e,2024-02-04 03:42:06.742824,Debit Card,Failed,90eb990e-516a-47bc-ab68-04e6e60b5729,2024-07-12 16:31:30.539646,Tablet,Chrome,FR,Southern however measure.
18,PAYMENT,8611.4,ea3c0388-0c52-4ad7-b88b-0b044411631a,8397.9,-213.5,589949e5-ea6f-4cc5-a6e7-73b9b1b23641,17680.41,26291.809999999998,0,0,04229f6d-8476-413e-938f-ffa481b482a6,2024-07-07 08:08:24.849397,Mobile Payment,Pending,46a52132-7889-4df7-a785-07218a9f6bc8,2024-03-16 05:20:46.060266,Mobile,Edge,CA,Rather teach physical condition everything add again.
10,PAYMENT,630.71,7bdd907e-02f5-43b4-97b7-8b41ad6075b7,11144.03,10513.32,8a1eb44b-2762-4df7-b09f-fed84d51452c,1162.7,1793.41,0,0,92a5f5ea-d3ae-4ac6-8d81-70272268667a,2024-06-01 00:31:32.829631,Mobile Payment,Completed,d915867c-c8b3-4d9f-a5d3-32b5e3d33d5d,2024-04-26 10:23:34.215625,Tablet,Firefox,US,Resource possible try million.
7,CASH_OUT,2380.71,497c25e3-a071-441e-9ac4-84be2dcbc453,12262.99,9882.279999999999,c7e59aea-c449-47f3-8d55-48135a394a0a,10391.98,8011.2699999999995,0,0,2c0f95cd-95d9-41d6-be4d-5d416015e088,2024-03-11 01:10:20.828288,Bank Transfer,Pending,16551f93-cea6-4488-9057-0e006e76fab2,2024-05-03 12:58:25.979534,Desktop,Safari,UK,Yard law opportunity table number.
2,TRANSFER,2023.02,19b7bb0d-49c3-4641-b055-c2d06ece2040,13427.31,11404.289999999999,98e52d03-1085-4f16-992e-1af220311d13,13926.17,15949.19,0,0,dfe12f7c-a588-464c-8ded-655634ab147d,2024-02-07 00:06:21.702546,Bank Transfer,Pending,976576e8-8235-40b2-ae9c-182d90ad3ec7,2024-07-13 19:44:05.224794,Tablet,Firefox,CA,Describe guess decide rest including decide tough.
10,DEBIT,899.24,bd375308-b5a8-4ca3-adbc-8e77fd67d4d7,3795.63,2896.3900000000003,bb85b276-5664-48ce-8013-4045e6b95d7b,5802.03,6701.2699999999995,0,0,f263fe89-0f6e-4ec0-9a45-09130bcb1649,2024-02-18 00:25:32.319095,Mobile Payment,Completed,fe0e9fbe-0cdb-4497-8550-c41fc9e37256,2024-01-14 15:44:19.956957,Mobile,Safari,UK,Thousand star in administration bar mission share.
25,CASH_OUT,4055.82,49193459-4854-4609-bdc9-1f7383e62591,1168.11,-2887.71,46f65c6b-1cd5-4bc7-8047-7679b3b5c2ac,19516.01,15460.189999999999,0,0,475b4d03-c56c-4fc2-8a80-9eadb88f3862,2024-05-27 22:49:02.326924,Debit Card,Completed,3ae66d94-e470-48eb-a629-5718d5459135,2024-02-23 00:37:35.944870,Desktop,Chrome,CA,Onto fact painting either something.
24,TRANSFER,8172.43,7f7aff85-6795-4b9e-82de-6dca1b1d80a5,4387.35,-3785.08,a83c3a5f-d3a5-4a63-887c-b8aa60e53534,8563.44,16735.870000000003,0,0,a667bc32-685c-4240-871f-d79dfc73db00,2024-06-25 06:58:07.477579,Mobile Payment,Completed,7be5be5d-d728-41ee-aa0c-571e5a0735f3,2024-02-17 15:11:55.104904,Desktop,Edge,UK,Other in accept effort.
22,CASH_IN,8236.93,844a6b7c-8619-4597-8950-cec37d091ae1,19196.17,27433.1,d90278ad-3294-46de-902d-266aa066ba96,14303.61,22540.54,0,0,d5860415-8d1c-4e6a-92c2-f5b6c172074c,2024-06-14 12:02:27.568585,Debit Card,Failed,79ea3430-53e3-4f8c-ab1c-8e472110d17c,2024-03-27 06:32:08.324146,Desktop,Chrome,DE,Mean mission relate.
2,CASH_IN,3143.29,0279c4b6-970a-4d90-a84b-b3dc2c1372d2,11947.86,15091.150000000001,7909a49c-183a-43d9-9ad3-19d0d58b1bb6,2506.52,5649.8099999999995,0,0,0c59e16d-77f3-4d9d-96f1-eabaa3481cfb,2024-04-17 08:12:25.438435,Credit Card,Pending,3ec716ba-8b97-48d2-80d3-76fda5eabc10,2024-04-13 16:16:39.723942,Mobile,Chrome,UK,Bed foot sport home statement course.
15,CASH_IN,4806.47,31855e0b-11c7-4286-938c-31f2d53c9dbb,4224.24,9030.71,8f898993-166f-4b4b-b793-61e20580feb6,6500.64,11307.11,0,0,1ec26bdb-a76f-4af4-9400-0f37fe314c39,2024-05-31 00:39:50.730494,Credit Card,Pending,66527ddc-0a1f-4966-b0f6-58c66e4e0553,2024-06-27 04:01:47.672634,Desktop,Safari,US,Thank military rock approach player manage space.
9,CASH_IN,7694.92,4fe57be5-11a6-42f8-a9ab-e3c990d5a01a,19332.87,27027.79,e7634be6-2207-4f75-976d-a8e5085ac0cc,944.88,8639.8,0,0,dee92fea-0250-49cc-8136-2ee018ab5718,2024-02-16 07:34:37.131668,Mobile Payment,Failed,44f42252-9e96-4fdc-b349-3a466ad99915,2024-05-22 04:59:01.819537,Mobile,Edge,DE,Shoulder low attention account sometimes.
1,DEBIT,53.78,f3e6531f-c1db-42a5-8034-c06ed63fd464,13198.01,13144.23,1bdfe56c-f1cc-4533-9130-c03e22b05be8,10469.1,10522.880000000001,0,0,b1b28151-fb53-4143-b8b9-fe3b50425ff8,2024-05-03 15:30:08.226170,Debit Card,Completed,96e96941-e7c7-443c-ab5d-a0ff10cb31c4,2024-02-20 06:09:54.490893,Desktop,Chrome,FR,Born buy anything our sport old suffer.
22,CASH_IN,7318.48,e0357447-93ae-4ab5-9753-746c7dd393be,10117.44,17435.92,bf849955-aff2-49ce-b32f-4519bdfe4027,9262.42,16580.9,0,0,50695ae8-8dee-4539-8f2a-7a6cc7134d54,2024-03-09 16:05:45.207412,Debit Card,Failed,672c82cc-5d7f-4d48-adae-0e522b3b04bd,2024-05-10 13:02:39.271159,Tablet,Firefox,CA,Out job same you.
2,CASH_OUT,5423.14,5a72af25-9c62-4be8-bbc9-cf59f5c3deae,4193.83,-1229.3100000000004,54f0507d-2701-463d-88ae-f232161858e1,11484.37,6061.2300000000005,0,0,c06793c5-e0c2-4180-8c82-1d1b460b6d4b,2024-06-17 06:46:01.546697,Bank Transfer,Completed,56582169-3a5c-47ec-9340-9b9205f444c9,2024-03-05 06:14:34.605392,Desktop,Firefox,US,Head view actually wait listen property difficult.
29,CASH_IN,3631.62,19b454b4-d874-4040-a614-63abb7d0cf20,13933.6,17565.22,56574e96-82ab-48bd-adf3-02db1a8a7992,17926.71,21558.329999999998,0,0,4db040d1-adc4-4f95-8d47-39014b6d20a6,2024-04-08 11:05:27.179643,Debit Card,Completed,8c78f66c-e836-488e-abc9-d127ea9884df,2024-03-14 19:44:38.904418,Mobile,Edge,US,Response answer glass me market Congress door individual.
28,DEBIT,1131.82,37b43b07-b16f-4b26-9319-be57870497a1,5109.93,3978.1100000000006,96b002db-d1ad-4796-862a-4c04fd1ec53c,6455.46,7587.28,0,0,81c96392-b63a-4819-8c4d-ab22ed8ff810,2024-02-28 16:44:17.825644,Debit Card,Failed,52e4c888-da7f-4173-9430-e67d9ec604e1,2024-07-07 11:49:08.246248,Tablet,Chrome,DE,Foot development range apply throughout own support throughout.
20,DEBIT,3455.05,693afef7-5718-470e-82c4-df168b51f43d,15228.43,11773.380000000001,289455f2-eb55-4af7-9727-a0c2db17ee7f,7674.87,11129.92,0,0,acd0d08b-5bda-4528-8f89-5bbc1f5b299d,2024-06-28 22:07:16.432122,Mobile Payment,Pending,bb5911a4-ffce-476e-9038-787edfad5146,2024-06-14 11:46:51.527519,Tablet,Safari,US,Seek among section hear deal.
21,TRANSFER,9890.56,87c4551e-ba84-48fa-bdfa-361d9c00e5c7,18090.58,8200.020000000002,3b3c5777-1630-40b4-ad35-f56ccd313317,5235.0,15125.56,0,0,d08ea5eb-7a3c-490e-9ecc-fb379e35400b,2024-02-26 23:27:23.849598,Bank Transfer,Failed,c1732238-8d6a-4101-9278-f77ffc5ff09f,2024-06-03 09:36:04.382633,Desktop,Firefox,CA,Third according state suddenly free pressure.
25,CASH_OUT,6665.48,2494380d-c2a3-4566-8d63-47d0212f2475,18999.7,12334.220000000001,32150a0c-a03b-4bd4-9a25-f805c771f6c5,12929.95,6264.470000000001,0,0,fc7867bb-4ae1-4e8e-8b86-695bda1ca1d9,2024-06-08 03:39:00.480254,Bank Transfer,Completed,6949d73d-d4f2-4b18-b695-c9bccd934dd4,2024-06-08 05:59:39.405816,Mobile,Firefox,UK,Science away fish sell dream TV.
1,TRANSFER,4298.85,bef73cc0-af0d-412e-b2c2-064138856efb,11878.85,7580.0,9fae068e-e0a2-48c2-8717-3aebe3291f71,17026.53,21325.379999999997,0,0,f43013fb-5994-47df-a26e-017eedf369b0,2024-07-17 15:12:25.987398,Credit Card,Pending,5a1a84e8-84f8-4971-ace2-b8e68f270713,2024-05-17 21:55:58.140410,Tablet,Edge,FR,Citizen identify push list listen before.
5,DEBIT,8357.62,ce4b59f6-c2a1-4e64-865a-14dd555df95b,5963.08,-2394.540000000001,6298576f-7852-415c-b0ee-a6c53dc7af87,15194.64,23552.260000000002,0,0,a6518b82-cabd-4d56-a879-9d3b6396cf40,2024-03-06 17:27:40.953693,Debit Card,Pending,ae56dc52-b256-460e-8324-e3c80413bfb7,2024-02-23 09:59:40.559444,Mobile,Firefox,UK,Somebody yes bad drug fund race pull.
18,CASH_OUT,972.35,ffe7b1e7-c762-4a30-81b2-78e2e34efa2e,7845.61,6873.259999999999,eaffa014-0063-4599-bbcb-d82c6c85f7f0,4901.15,3928.7999999999997,0,0,c9f4e226-f132-4bf2-a9af-3575e02bec66,2024-07-09 00:27:21.920106,Mobile Payment,Failed,4f09eafb-c9ff-44c0-a81d-57cf150342ff,2024-01-16 06:06:50.994852,Desktop,Chrome,CA,Increase radio eye join look cold.
7,CASH_IN,7836.8,9e9b8d85-ab1a-451e-a6ad-8cc9acdb0ca5,11195.51,19032.31,5b527dec-5d49-4e6f-ac1f-663852eb21df,251.99,8088.79,0,0,267885cc-9982-4bb5-96a5-e3d7d194e63d,2024-01-25 19:13:10.604120,Debit Card,Completed,e3e62fea-5355-440a-bbdd-01a0406e1f08,2024-01-13 17:39:01.229126,Mobile,Edge,CA,My real stock shake.
30,CASH_IN,715.66,72c94e35-e9f2-4501-a872-b625502867a8,12422.67,13138.33,c1b6c97e-60c5-4606-8595-c4b0691182f8,15511.02,16226.68,0,0,5edfa2d0-312f-4442-8d95-28cf7bf875fb,2024-05-08 17:52:48.825068,Debit Card,Failed,6869f14d-d0ba-4897-ae5f-b19263f55adc,2024-07-16 12:26:17.544850,Mobile,Chrome,UK,Tend make in always carry soon arrive lawyer.
7,CASH_OUT,793.85,d4259e7a-6b70-40f0-9414-fd886299bc1e,5405.58,4611.73,9246dffb-db38-4b03-b33b-fcfea920470b,12995.06,12201.21,0,0,90c9638c-a8db-46b6-a6db-c6f6b3e6a2c0,2024-03-30 02:08:34.845820,Credit Card,Failed,37f57e3e-7ef0-45af-a3fd-ba8e4eb950ac,2024-04-19 20:29:26.985835,Tablet,Chrome,CA,I relate pretty.
7,CASH_OUT,3662.09,39e854e8-2aa2-4699-9b49-40b54454170f,15480.42,11818.33,069b2e6c-b4a9-4e90-8b20-732d5382392c,15658.49,11996.4,1,0,c7397bb9-b3a4-4292-9830-373579928b60,2024-04-21 07:25:50.306156,Mobile Payment,Completed,c9e3a1ee-bf8b-4c12-96be-6a454dc77834,2024-03-31 10:10:21.510088,Mobile,Safari,UK,Only both though window enjoy.
13,CASH_OUT,6915.25,cf4b1789-6839-477d-8cb1-bd8159d0a7de,19641.36,12726.11,e568095e-7e63-488a-981e-0039454e4da7,11693.76,4778.51,0,0,263830cd-8bcc-48cb-94ef-1030eff30706,2024-06-30 04:39:06.739298,Debit Card,Pending,ea954960-01a3-4924-97a6-3e8118b38a4c,2024-04-07 00:49:19.815603,Tablet,Firefox,CA,Head course green establish.
28,CASH_OUT,3430.27,044c6ff1-3d6c-4b6e-bc6f-00bdb62991d4,10940.29,7510.02,2c8c6a92-6a01-45fd-b36f-a53c758f7904,6593.46,3163.19,0,0,aac46cc3-8dcf-421a-b169-7cdaf892e9ed,2024-01-31 10:35:10.086747,Debit Card,Failed,5f2b1911-0e54-464f-8f43-4473fa0f0674,2024-06-01 22:40:56.445898,Desktop,Edge,UK,Least present plant as they.
15,TRANSFER,9699.67,3d3bdb88-6076-43dd-8caa-bc5be02df492,2336.36,-7363.3099999999995,bbc1ea02-fded-42df-9ddb-ecec73593d97,11426.35,21126.02,0,0,2a0f18e6-47ba-4730-9761-9e530b3324e5,2024-01-09 15:23:11.832404,Credit Card,Pending,8d16f2a4-ca77-4891-a3e4-50ce80983991,2024-05-17 01:36:09.197793,Tablet,Edge,CA,Science home name scene relationship.
16,DEBIT,722.19,a2e0111c-7086-489c-907a-81bb7a7ecf8a,15351.36,14629.17,9b91b6a7-d88a-4a1d-96ae-c3e57964b8d3,15265.92,15988.11,0,0,d0178ee0-101e-43ef-8660-adef529c0f73,2024-03-10 06:13:03.343417,Mobile Payment,Completed,7bc2f977-1ab6-40b5-bf02-666a3c146778,2024-05-13 20:11:32.702714,Tablet,Edge,UK,Scientist white gas although.
10,TRANSFER,3454.21,e76d05d8-f7f7-41a0-ac56-25bd7c659324,2861.99,-592.2200000000003,8ba1597a-7b51-43a4-8a57-8032d035855d,13042.33,16496.54,0,0,bb4c692a-90b1-4043-a54e-c76e6820f964,2024-05-22 21:03:02.525227,Debit Card,Pending,e35798fc-7d73-4f68-aba1-e4b9a0c5e0ca,2024-05-11 07:34:48.713842,Mobile,Edge,UK,Administration total address democratic administration gun again.
6,TRANSFER,5267.45,3cf80dc2-8ff1-4737-ad94-923c424226da,2230.31,-3037.14,34861bdb-bbcb-4f1f-984e-565e93334bc4,970.0,6237.45,0,0,6df9f3f1-9cf8-4ee2-aff7-50d2d12df441,2024-04-01 18:27:56.090630,Debit Card,Completed,2add0219-fc88-47d1-a0fd-ddb962d5c2b2,2024-04-20 05:01:24.044544,Tablet,Edge,CA,Morning fish within certain already agency school.
26,PAYMENT,2648.31,f6dc357b-33ef-4a8e-a41b-3d52d65fd2f6,590.66,-2057.65,edf3bef9-1aba-457f-a45d-0d8d7b41aacf,722.43,3370.74,0,0,e1fce587-6f4d-49fd-9f5b-2c56eaf33770,2024-02-11 06:14:25.329952,Mobile Payment,Pending,d5707942-256b-4428-b214-17d39cd87c6f,2024-06-06 22:30:19.209766,Desktop,Firefox,UK,Work network room entire.
