Step,Type,Amount,oldBal,newBal,oldBalDest,newBalDest,isFlaggedFraud,Payment Method,Status,DeviceType,Browser,Geolocation,Hour,Day,Month,IsBusinessHours,NormalizedAmount,AmountPercentage,OriginBalanceChange,DestBalanceChange,IsCommonDevice,IsCommonBrowser
7,4,2190.98,10547.3,8356.32,17349.87,19540.85,0,2,0,0,1,0,7,18,5,0,0.2077092991287696,20.77092991287696,-2190.98,2190.98,1,1
19,1,4649.65,18814.99,14165.340000000002,4598.92,-50.72999999999956,0,3,1,2,1,0,19,9,6,0,0.2471116321809269,24.711163218092693,-4649.65,-4649.65,1,1
4,1,1351.14,9156.05,7804.909999999999,10675.71,9324.57,0,2,0,2,3,3,1,3,1,0,0.1475518862515766,14.755188625157666,-1351.1400000000003,-1351.1399999999994,1,1
26,4,4073.98,9835.54,5761.560000000001,13326.35,17400.33,0,1,0,1,1,4,3,28,2,0,0.4141679899639507,41.41679899639507,-4073.98,4073.9800000000014,1,1
10,4,5437.32,17106.1,11668.78,1673.45,7110.77,0,0,2,1,0,2,8,15,4,0,0.3178399611857065,31.78399611857065,-5437.319999999998,5437.320000000001,1,0
13,5,2653.83,1079.99,-1573.84,5763.18,8417.01,0,3,1,0,0,1,14,29,1,1,2.454999583714928,245.4999583714928,-2653.83,2653.83,1,0
1,5,7573.9,18610.59,11036.69,1660.23,9234.13,0,2,0,1,1,4,3,21,5,0,0.406945349645033,40.6945349645033,-7573.9,7573.9,1,1
23,4,7517.66,14172.73,6655.07,18087.84,25605.5,0,3,1,1,3,1,23,9,4,0,0.5303939047801813,53.03939047801813,-7517.66,7517.66,1,1
23,1,4345.1,6981.47,2636.37,6597.88,2252.78,0,3,1,0,2,2,16,8,5,1,0.6222869557620727,62.22869557620727,-4345.1,-4345.1,1,1
15,5,2072.8,18631.61,16558.81,3012.1,5084.9,0,1,1,0,2,4,18,7,4,0,0.1112458211705177,11.124582117051771,-2072.7999999999997,2072.8,1,1
24,3,7910.83,17100.83,25011.660000000003,5531.53,13442.36,0,1,2,1,3,4,14,16,2,1,0.4625721340932519,46.2572134093252,7910.830000000002,7910.830000000001,1,1
21,1,8050.67,2544.79,-5505.88,858.98,-7191.6900000000005,0,3,2,1,0,1,21,19,6,0,3.1623464621983746,316.23464621983743,-8050.67,-8050.67,1,0
22,3,8451.93,6676.43,15128.36,12587.19,21039.120000000003,0,2,1,0,3,3,5,31,3,0,1.2657459531586257,126.57459531586257,8451.93,8451.930000000002,1,1
16,1,7482.52,5939.79,-1542.7300000000005,15546.1,8063.58,0,0,1,1,1,0,4,20,1,0,1.2595159902975868,125.95159902975868,-7482.52,-7482.52,1,1
6,1,7968.27,11494.2,3525.9300000000003,3818.17,-4150.1,0,2,2,1,3,1,5,31,5,0,0.6931823717725659,69.31823717725659,-7968.27,-7968.27,1,1
11,3,4246.0,568.06,4814.06,4181.26,8427.26,0,1,2,2,3,3,11,22,6,1,7.461427617474432,746.1427617474432,4246.0,4246.0,1,1
7,4,1615.83,11749.11,10133.28,17164.35,18780.18,0,2,1,2,2,3,20,14,5,0,0.1375161594231883,13.751615942318836,-1615.83,1615.8300000000015,1,1
16,5,1296.2,10863.63,9567.429999999998,9806.85,11103.05,0,1,2,0,1,3,11,6,7,1,0.1193045690465299,11.93045690465299,-1296.2000000000007,1296.199999999999,1,1
16,5,1274.17,11236.3,9962.13,17655.8,18929.97,0,2,2,1,2,3,16,2,7,1,0.1133875575093661,11.338755750936617,-1274.17,1274.170000000002,1,1
22,5,5891.25,4489.32,-1401.9300000000003,13158.68,19049.93,0,3,0,2,2,4,0,4,5,0,1.3119889005683338,131.1988900568334,-5891.25,5891.25,1,1
24,4,2531.71,14744.63,12212.919999999998,11647.81,14179.52,0,1,1,2,2,4,22,17,1,0,0.17169222339093,17.169222339093007,-2531.710000000001,2531.710000000001,1,1
12,4,1359.6,3218.55,1858.9500000000005,8143.86,9503.46,0,0,1,1,1,3,3,6,5,0,0.4222950412324703,42.22950412324703,-1359.5999999999997,1359.5999999999997,1,1
24,2,5097.34,13045.19,7947.85,19524.1,24621.44,0,0,2,1,0,3,19,7,3,0,0.3907148370520435,39.07148370520435,-5097.34,5097.34,1,0
30,5,1947.39,6743.83,4796.44,4511.68,6459.070000000001,0,0,1,0,3,0,7,18,7,0,0.2887233629313118,28.872336293131184,-1947.3900000000003,1947.3900000000003,1,1
20,5,7780.45,8650.22,869.7699999999995,10486.24,18266.69,0,3,2,1,0,1,12,8,7,1,0.8993471441022192,89.93471441022191,-7780.45,7780.449999999999,1,0
7,2,7493.98,4583.36,-2910.62,6949.19,14443.169999999998,0,0,1,1,2,2,16,30,1,1,1.6346840125993596,163.46840125993594,-7493.98,7493.979999999999,1,1
12,1,864.51,7770.18,6905.67,19617.57,18753.06,0,0,1,1,2,0,8,8,7,0,0.1112456538131918,11.12456538131918,-864.5100000000002,-864.5099999999984,1,1
13,3,8168.29,2065.55,10233.84,11965.62,20133.91,0,1,1,1,3,0,8,7,3,0,3.952621518956715,395.26215189567154,8168.29,8168.289999999999,1,1
4,4,6274.08,8894.74,2620.66,4777.57,11051.65,0,1,2,2,2,0,14,11,5,1,0.7052903974261838,70.52903974261838,-6274.08,6274.08,1,1
12,4,7355.42,10431.31,3075.8899999999994,4905.28,12260.7,0,2,1,2,2,2,13,9,4,1,0.705061486861491,70.50614868614909,-7355.42,7355.420000000001,1,1
24,3,4949.04,6362.18,11311.22,6201.18,11150.22,0,3,2,0,2,4,9,6,1,1,0.7777620623650439,77.77620623650438,4949.039999999999,4949.039999999999,1,1
16,1,7193.67,18652.46,11458.79,3796.08,-3397.59,0,2,0,2,3,2,8,16,1,0,0.3856480245487969,38.56480245487969,-7193.669999999998,-7193.67,1,1
10,5,4982.24,3863.11,-1119.1299999999997,3411.15,8393.39,0,2,0,0,0,4,22,17,1,0,1.2893628804563015,128.93628804563016,-4982.24,4982.24,1,0
25,1,7005.85,19377.69,12371.839999999998,330.84,-6675.01,0,2,1,2,2,1,0,9,6,0,0.3615234053488652,36.15234053488653,-7005.85,-7005.85,1,1
7,4,646.25,5048.86,4402.61,13971.35,14617.6,0,3,1,1,1,0,13,11,3,1,0.1279738448194603,12.797384481946034,-646.25,646.25,1,1
4,1,6492.67,5688.84,-803.8299999999999,17843.22,11350.55,0,2,1,2,3,0,12,19,3,1,1.1410988709700096,114.10988709700096,-6492.67,-6492.670000000002,1,1
17,5,6049.41,14747.73,8698.32,6927.91,12977.32,0,1,0,0,0,0,2,17,6,0,0.4101648074105363,41.016480741053634,-6049.41,6049.41,1,0
7,3,8593.35,492.65,9086.0,12870.39,21463.74,0,2,2,1,3,2,15,21,3,1,17.407778790641142,1740.777879064114,8593.35,8593.350000000002,1,1
22,2,3070.28,8057.81,4987.530000000001,6196.85,9267.13,0,3,0,2,2,2,0,30,3,0,0.3809842892436972,38.09842892436973,-3070.28,3070.279999999999,1,1
15,5,6492.41,11541.94,5049.530000000001,3872.92,10365.33,0,3,1,0,2,3,23,5,3,0,0.5624572249357616,56.24572249357615,-6492.41,6492.41,1,1
9,5,3017.86,731.57,-2286.29,8709.18,11727.04,0,3,0,1,2,1,10,7,7,1,4.1195517151944525,411.9551715194452,-3017.86,3017.8600000000006,1,1
20,4,5001.12,1858.71,-3142.41,11256.57,16257.69,0,3,0,0,3,4,9,28,4,1,2.6891934764022345,268.91934764022346,-5001.12,5001.120000000001,1,1
9,1,5747.58,12846.37,7098.790000000001,10047.65,4300.07,0,0,1,1,3,2,2,4,5,0,0.44737405398926,44.737405398926,-5747.58,-5747.58,1,1
27,5,6642.93,11354.16,4711.23,15189.77,21832.7,0,3,1,2,0,0,3,29,5,0,0.5850142138023595,58.50142138023595,-6642.93,6642.93,1,0
23,1,1104.53,19652.19,18547.66,640.35,-464.18,0,3,0,2,1,3,13,26,3,1,0.0562010543835377,5.620105438353773,-1104.5299999999988,-1104.53,1,1
17,1,6731.85,16179.62,9447.77,18930.71,12198.86,0,1,0,2,2,0,14,26,1,1,0.4160440082024051,41.604400820240514,-6731.85,-6731.849999999999,1,1
5,5,8357.62,5963.08,-2394.540000000001,15194.64,23552.26,0,2,2,1,2,3,17,6,3,1,1.4013259379485186,140.13259379485186,-8357.62,8357.619999999999,1,1
10,5,393.67,3705.02,3311.35,8567.85,8961.52,0,1,2,1,1,0,1,18,6,0,0.1062244672182017,10.622446721820172,-393.6700000000001,393.6700000000001,1,1
8,2,6210.73,14744.79,8534.060000000001,8577.14,14787.87,0,1,1,1,0,0,22,26,3,0,0.4211866573442318,42.118665734423175,-6210.73,6210.730000000001,1,0
29,2,3364.29,2070.84,-1293.4499999999998,19103.66,22467.95,0,1,0,1,2,2,18,5,1,0,1.6238174762529924,162.38174762529923,-3364.29,3364.290000000001,1,1
24,4,6189.73,10747.36,4557.630000000001,19877.26,26066.99,0,3,1,2,0,1,5,17,5,0,0.5758766918860179,57.58766918860179,-6189.73,6189.730000000003,1,0
25,1,6465.06,9796.63,3331.569999999999,1872.57,-4592.490000000001,0,2,1,1,2,0,23,29,6,0,0.6598595782857692,65.98595782857693,-6465.06,-6465.06,1,1
13,1,9987.62,11857.46,1869.8399999999983,19597.84,9610.22,0,3,2,0,3,1,2,1,5,0,0.8422358383803632,84.22358383803632,-9987.62,-9987.62,1,1
15,3,9248.73,3079.11,12327.84,5453.76,14702.49,0,0,1,2,2,4,1,13,6,0,3.002727175328153,300.27271753281536,9248.73,9248.73,1,1
16,3,2766.05,14154.85,16920.9,17936.14,20702.19,0,1,2,0,1,3,21,22,6,0,0.1953997817156864,19.539978171568645,2766.050000000001,2766.0499999999997,1,1
26,2,3055.18,8270.69,5215.51,4966.01,8021.19,0,2,2,2,2,0,14,11,6,1,0.3693537838095963,36.935378380959634,-3055.1800000000003,3055.1799999999994,1,1
17,1,4065.23,11240.93,7175.700000000001,4906.42,841.19,0,0,0,2,0,3,0,21,2,0,0.3616131749619505,36.16131749619505,-4065.23,-4065.23,1,0
10,3,1922.04,16838.68,18760.72,5859.03,7781.07,0,3,2,2,0,0,18,4,6,0,0.1141375608087564,11.413756080875649,1922.0400000000009,1922.04,1,0
5,1,6618.78,14012.11,7393.330000000001,16324.9,9706.12,0,0,1,1,3,0,2,20,5,0,0.4723276988477218,47.23276988477218,-6618.78,-6618.779999999999,1,1
11,5,2925.72,12179.36,9253.64,10843.78,13769.5,0,0,2,2,3,0,5,16,1,0,0.2401997970503334,24.019979705033347,-2925.720000000001,2925.72,1,1
22,3,6676.33,6100.08,12776.41,8075.57,14751.9,0,0,1,0,1,4,13,10,7,1,1.0942865853258767,109.42865853258768,6676.33,6676.33,1,1
18,1,8414.65,3097.48,-5317.17,10389.2,1974.550000000001,0,2,2,1,1,2,7,5,4,0,2.715734811907774,271.57348119077744,-8414.65,-8414.65,1,1
3,1,1706.42,18270.42,16564.0,13482.17,11775.75,0,3,0,0,1,3,12,23,1,1,0.0933928506925022,9.339285069250227,-1706.4199999999985,-1706.42,1,1
4,4,1354.44,17189.99,15835.55,13779.11,15133.55,0,2,0,2,2,0,12,6,6,1,0.0787877836005954,7.878778360059542,-1354.4400000000023,1354.4399999999987,1,1
29,1,737.86,386.38,-351.48,8369.61,7631.750000000001,0,3,1,0,3,4,23,3,6,0,1.9047446951313955,190.47446951313955,-737.86,-737.8599999999997,1,1
18,1,5865.94,8399.01,2533.0700000000006,9349.98,3484.04,0,1,1,1,1,0,0,1,3,0,0.6983253591364772,69.83253591364772,-5865.94,-5865.94,1,1
25,4,6661.91,19001.14,12339.23,4040.38,10702.29,0,3,1,2,2,1,0,4,5,0,0.350587354897922,35.058735489792205,-6661.91,6661.910000000001,1,1
2,5,8793.42,18524.24,9730.820000000002,19273.08,28066.5,0,0,1,1,3,2,19,22,5,0,0.4746723929082699,47.467239290827,-8793.42,8793.419999999998,1,1
26,5,9470.09,1508.89,-7961.2,4587.72,14057.81,0,3,0,1,0,1,8,15,7,0,6.272039685010166,627.2039685010167,-9470.09,9470.09,1,0
30,3,7727.69,12024.74,19752.43,14189.1,21916.79,0,0,2,2,1,2,11,4,1,1,0.6425957986785013,64.25957986785012,7727.69,7727.69,1,1
26,3,1066.11,1621.88,2687.99,17720.97,18787.08,0,3,2,0,3,3,20,24,2,0,0.6569247264123039,65.6924726412304,1066.1099999999997,1066.1100000000006,1,1
23,3,3213.73,17864.01,21077.74,19061.84,22275.57,0,3,2,2,1,4,22,22,6,0,0.1798896278255652,17.98896278255652,3213.730000000003,3213.73,1,1
11,4,6818.52,15002.11,8183.59,339.46,7157.9800000000005,1,0,2,0,3,4,15,9,3,1,0.4544737724378479,45.44737724378479,-6818.52,6818.52,1,1
23,2,2652.09,7737.46,5085.37,14589.7,17241.79,0,0,2,0,0,2,1,17,3,0,0.3427154756889614,34.27154756889614,-2652.09,2652.09,1,0
15,3,7877.91,19968.91,27846.82,919.97,8797.88,0,1,2,2,0,2,11,9,6,1,0.3944890087136096,39.44890087136096,7877.91,7877.909999999999,1,0
25,5,6773.18,5221.75,-1551.4300000000003,6870.67,13643.85,0,2,0,0,0,0,16,26,2,1,1.2968608491694988,129.68608491694988,-6773.18,6773.18,1,0
14,2,3199.15,8834.89,5635.74,12043.53,15242.68,0,1,0,1,0,2,23,4,1,0,0.36206313116166,36.20631311616601,-3199.15,3199.15,1,0
23,1,4385.96,11526.74,7140.78,9589.42,5203.46,0,1,1,2,1,3,11,5,2,1,0.3804700661187709,38.04700661187709,-4385.96,-4385.96,1,1
21,5,4296.0,17016.03,12720.03,702.02,4998.02,0,1,0,2,3,1,16,7,5,1,0.2524529838638117,25.245298386381176,-4295.999999999998,4296.0,1,1
3,5,8469.74,6062.81,-2406.9299999999994,6242.92,14712.66,0,2,1,1,3,1,6,12,6,0,1.396768698227682,139.6768698227682,-8469.74,8469.74,1,1
26,4,1542.74,17466.07,15923.33,15645.93,17188.670000000002,0,1,2,0,0,2,10,27,2,1,0.0883227696459681,8.832276964596812,-1542.7399999999998,1542.7400000000016,1,0
13,5,4536.93,4648.44,111.50999999999932,16297.38,20834.31,0,3,1,0,2,3,3,28,1,0,0.9758013868336832,97.58013868336832,-4536.93,4536.930000000002,1,1
19,2,2456.76,9555.55,7098.789999999999,10654.08,13110.84,0,0,0,0,3,2,18,20,3,0,0.2570760368543041,25.707603685430414,-2456.76,2456.76,1,1
5,3,6083.99,16843.53,22927.52,3361.32,9445.31,1,1,2,1,1,4,21,20,1,0,0.3611849069104332,36.11849069104333,6083.990000000002,6083.99,1,1
19,5,4031.83,8401.59,4369.76,4881.34,8913.17,0,0,0,0,1,2,2,8,4,0,0.4798318137621852,47.98318137621852,-4031.83,4031.83,1,1
18,3,7420.99,18508.72,25929.71,7005.77,14426.76,0,3,2,1,0,0,9,29,6,1,0.4009239469856918,40.09239469856918,7420.989999999998,7420.99,1,0
16,1,6084.75,9674.8,3590.05,2491.25,-3593.5,0,2,2,1,1,2,17,11,3,1,0.6288627296967693,62.88627296967693,-6084.75,-6084.75,1,1
24,5,5318.75,14500.0,9181.25,10301.29,15620.04,1,1,0,0,3,3,19,9,4,0,0.3667850493069443,36.67850493069443,-5318.75,5318.75,1,1
22,3,9108.99,13660.77,22769.76,7666.06,16775.05,0,2,2,0,0,3,1,7,3,0,0.6667503551882369,66.67503551882369,9108.989999999998,9108.989999999998,1,0
15,2,9831.69,4438.71,-5392.9800000000005,5686.9,15518.59,0,3,2,0,2,4,19,23,4,0,2.214489234657219,221.4489234657219,-9831.69,9831.69,1,1
19,1,9250.56,16302.66,7052.1,1101.3,-8149.259999999999,0,2,0,1,1,4,15,30,6,1,0.5673916163609889,56.73916163609889,-9250.56,-9250.56,1,1
22,2,6003.23,9286.6,3283.370000000001,19862.74,25865.97,0,2,0,2,2,1,2,18,7,0,0.6463704293897239,64.63704293897239,-6003.23,6003.23,1,1
22,3,3801.37,11985.45,15786.82,2748.04,6549.41,0,3,1,2,0,1,23,21,4,0,0.3171389360486215,31.713893604862157,3801.369999999999,3801.37,1,0
30,3,4804.87,11507.12,16311.990000000002,251.61,5056.48,0,2,2,1,1,0,12,21,5,1,0.4175199771987083,41.75199771987084,4804.870000000001,4804.87,1,1
8,5,2143.92,10199.86,8055.94,10262.01,12405.93,0,2,0,2,3,0,16,14,3,1,0.2101705150350068,21.017051503500685,-2143.920000000001,2143.92,1,1
18,2,9922.43,11104.4,1181.9699999999991,13246.99,23169.42,0,3,1,0,2,3,17,23,3,1,0.8934779476650999,89.34779476650999,-9922.43,9922.429999999998,1,1
8,2,23.34,11547.64,11524.3,14119.94,14143.28,0,0,0,0,2,1,19,17,3,0,0.0020210171933664,0.2021017193366491,-23.340000000000146,23.340000000000146,1,1
15,1,9991.92,6382.6,-3609.32,4900.8,-5091.12,0,0,1,2,1,3,5,10,7,0,1.5652484491509493,156.52484491509492,-9991.92,-9991.92,1,1
8,5,7006.99,2030.72,-4976.27,13014.22,20021.21,0,1,0,2,1,0,9,22,4,1,3.448797078337566,344.8797078337566,-7006.990000000001,7006.99,1,1
29,1,7713.2,5658.41,-2054.79,140.41,-7572.79,0,1,1,0,1,3,7,22,2,0,1.3628982526447102,136.28982526447103,-7713.2,-7713.2,1,1
8,2,4867.71,10509.89,5642.179999999999,11998.71,16866.42,0,3,2,0,3,3,0,19,1,0,0.4631111161852136,46.311111618521366,-4867.71,4867.709999999999,1,1
13,1,2148.91,16653.05,14504.14,6314.0,4165.09,0,3,2,1,3,2,3,23,1,0,0.1290322774340175,12.903227743401754,-2148.91,-2148.91,1,1
7,2,5920.05,19521.12,13601.07,18615.67,24535.72,0,0,1,2,3,3,23,16,2,0,0.3032483152444509,30.32483152444509,-5920.049999999999,5920.050000000003,1,1
2,3,1414.45,17929.51,19343.96,18394.05,19808.5,0,2,2,0,1,1,22,30,4,0,0.0788850958505921,7.88850958505921,1414.4500000000007,1414.4500000000007,1,1
28,3,1929.0,19529.16,21458.16,4090.85,6019.85,0,0,1,0,1,3,4,22,4,0,0.0987703121735817,9.877031217358178,1929.0,1929.0000000000005,1,1
19,3,7463.73,5215.25,12678.98,7528.24,14991.97,0,2,0,1,1,3,3,28,3,0,1.430861250898634,143.0861250898634,7463.73,7463.73,1,1
1,1,283.15,2737.07,2453.92,2366.28,2083.13,0,2,0,1,2,3,7,14,3,0,0.1034122575390694,10.341225753906947,-283.1500000000001,-283.1500000000001,1,1
9,3,1122.69,9823.06,10945.75,16252.45,17375.14,0,1,1,1,3,2,1,10,6,0,0.1142796359142757,11.42796359142758,1122.6900000000005,1122.6899999999987,1,1
25,5,302.61,17995.73,17693.12,17479.22,17781.83,0,0,0,1,3,4,1,5,1,0,0.0168147213410436,1.6814721341043626,-302.6100000000006,302.6100000000006,1,1
10,5,8379.74,14960.63,6580.889999999999,11685.81,20065.55,0,0,2,0,2,2,4,6,2,0,0.5600820231485474,56.008202314854735,-8379.74,8379.74,1,1
6,1,6944.18,16200.18,9256.0,2420.32,-4523.860000000001,0,0,0,2,3,4,9,6,6,1,0.4286218658147123,42.86218658147123,-6944.18,-6944.18,1,1
4,4,6314.81,9969.84,3655.03,9002.57,15317.38,0,0,0,2,1,3,14,29,1,1,0.6333277838176122,63.33277838176122,-6314.81,6314.81,1,1
24,1,3318.66,19303.52,15984.86,14034.14,10715.48,0,1,2,0,3,0,3,26,1,0,0.1719110343069913,17.19110343069913,-3318.66,-3318.66,1,1
25,1,6665.48,18999.7,12334.22,12929.95,6264.470000000001,0,0,0,1,2,3,3,8,6,0,0.3508018125648002,35.08018125648002,-6665.480000000001,-6665.48,1,1
8,5,1017.45,12875.12,11857.67,8464.93,9482.38,0,1,1,1,0,4,22,11,3,0,0.079018368887522,7.901836888752202,-1017.4500000000008,1017.4499999999988,1,0
22,3,1218.24,19624.92,20843.16,10802.14,12020.38,0,0,0,2,2,1,22,31,5,0,0.0620730136472583,6.207301364725833,1218.2400000000016,1218.2399999999998,1,1
1,5,4796.72,14460.52,9663.8,999.17,5795.89,0,2,2,2,1,0,14,27,4,1,0.3316885085385215,33.16885085385216,-4796.720000000001,4796.72,1,1
20,3,3410.78,6408.43,9819.21,18504.03,21914.81,0,3,1,0,2,2,17,10,3,1,0.5321502848147183,53.21502848147183,3410.779999999999,3410.7800000000025,1,1
7,4,227.39,2045.33,1817.94,13025.73,13253.12,0,1,2,2,0,1,1,5,7,0,0.1111208847057903,11.112088470579035,-227.38999999999987,227.39000000000124,1,0
24,2,5685.63,7352.9,1667.2699999999995,4153.14,9838.77,0,1,0,2,3,2,19,3,4,0,0.773144861910007,77.3144861910007,-5685.63,5685.63,1,1
15,2,5176.53,10667.77,5491.240000000001,14303.44,19479.97,0,1,1,1,0,4,10,28,5,1,0.485204011334015,48.52040113340151,-5176.53,5176.530000000001,1,0
3,5,9855.62,3281.11,-6574.51,4046.5,13902.12,0,2,2,0,1,1,10,23,5,1,3.0028304962356533,300.2830496235653,-9855.62,9855.62,1,1
1,1,6799.58,12754.44,5954.860000000001,5241.6,-1557.9799999999996,0,3,0,2,3,4,11,11,6,1,0.5330729476991778,53.30729476991778,-6799.58,-6799.58,1,1
9,5,4947.85,2438.0,-2509.8500000000004,18987.61,23935.46,0,0,2,0,3,0,17,17,1,1,2.028638786387864,202.8638786387864,-4947.85,4947.849999999999,1,1
23,3,7168.52,1347.24,8515.76,1283.25,8451.77,0,3,0,2,2,3,8,14,4,0,5.31694653770842,531.694653770842,7168.52,7168.52,1,1
18,1,8628.11,10622.37,1994.26,11871.19,3243.08,0,2,2,0,2,4,19,14,2,0,0.8121820100401285,81.21820100401284,-8628.11,-8628.11,1,1
1,5,53.78,13198.01,13144.23,10469.1,10522.88,0,2,0,0,0,2,15,3,5,1,0.0040745480153435,0.4074548015343575,-53.780000000000655,53.77999999999884,1,0
27,4,2780.28,9168.83,6388.549999999999,2545.26,5325.540000000001,0,1,2,2,1,0,16,12,3,1,0.3031986416323967,30.319864163239668,-2780.2800000000007,2780.2800000000007,1,1
19,2,5132.26,14113.78,8981.52,15571.08,20703.34,0,3,1,1,0,3,18,12,5,0,0.3636089262461051,36.360892624610514,-5132.26,5132.26,1,0
21,2,5551.16,1743.52,-3807.64,13802.17,19353.33,0,0,0,0,1,2,1,10,4,0,3.182055809047761,318.20558090477607,-5551.16,5551.160000000002,1,1
25,4,2418.38,14987.0,12568.62,17409.56,19827.94,0,3,2,1,3,0,9,10,7,1,0.1613544168668268,16.13544168668268,-2418.379999999999,2418.3799999999974,1,1
15,3,1195.35,9893.76,11089.11,3338.71,4534.06,0,3,0,0,3,0,3,29,1,0,0.1208063661978663,12.080636619786633,1195.3500000000004,1195.3500000000004,1,1
14,2,157.76,17950.51,17792.75,9874.91,10032.67,0,1,2,0,2,0,19,24,1,0,0.0087881186596559,0.8788118659655928,-157.7599999999984,157.76000000000022,1,1
7,2,4173.46,11546.25,7372.79,8047.06,12220.52,0,0,0,2,0,1,16,29,1,1,0.3614245816103401,36.142458161034014,-4173.46,4173.46,1,0
27,1,7290.5,9595.91,2305.41,10371.53,3081.0300000000007,0,2,2,1,3,4,3,27,2,0,0.75967160263043,75.967160263043,-7290.5,-7290.5,1,1
3,1,8222.33,4939.99,-3282.34,8566.15,343.8199999999997,0,2,2,1,2,4,11,27,3,1,1.6641057763727514,166.41057763727514,-8222.33,-8222.33,1,1
25,3,4956.9,10873.05,15829.95,7290.87,12247.77,0,3,1,0,1,0,6,11,5,0,0.4558467176442999,45.58467176443,4956.9000000000015,4956.900000000001,1,1
26,5,1152.37,886.29,-266.0799999999999,16336.58,17488.95,0,0,1,2,2,0,21,15,6,0,1.298752380845045,129.8752380845045,-1152.37,1152.3700000000008,1,1
24,5,4733.7,7915.46,3181.76,2841.24,7574.94,0,1,2,0,1,2,21,14,6,0,0.5979566624476091,59.79566624476092,-4733.7,4733.7,1,1
6,3,8028.31,2412.88,10441.19,15176.96,23205.27,0,1,0,0,1,1,19,2,2,0,3.3258944106583592,332.5894410658359,8028.31,8028.310000000001,1,1
28,2,1364.9,5404.03,4039.13,11729.4,13094.3,0,1,0,0,2,2,23,10,1,0,0.2525240377944248,25.252403779442485,-1364.8999999999996,1364.8999999999996,1,1
25,5,7097.8,1321.2,-5776.6,19083.06,26180.86,0,2,2,0,0,4,16,5,6,1,5.368174255029496,536.8174255029496,-7097.8,7097.799999999999,1,0
8,4,3968.9,12143.78,8174.880000000001,2789.98,6758.88,0,2,1,2,3,0,12,17,2,1,0.3267988386780164,32.67988386780164,-3968.9,3968.9,1,1
1,2,8571.58,4095.11,-4476.469999999999,5944.04,14515.62,0,1,0,1,0,4,12,21,1,1,2.0926147002888102,209.26147002888104,-8571.58,8571.580000000002,1,0
10,5,9123.95,2190.49,-6933.460000000001,19085.93,28209.88,0,0,1,0,1,3,19,5,1,0,4.163354612615162,416.3354612615162,-9123.95,9123.95,1,1
29,4,7933.94,3364.86,-4569.08,8482.79,16416.73,0,3,2,1,0,3,15,20,5,1,2.35718063139881,235.71806313988105,-7933.94,7933.939999999999,1,0
19,5,7738.87,13312.12,5573.250000000001,17982.67,25721.54,0,3,0,2,3,2,20,22,5,0,0.5812964954871584,58.12964954871585,-7738.87,7738.870000000003,1,1
9,5,2074.13,7792.08,5717.95,11029.46,13103.59,0,3,1,1,2,4,19,2,1,0,0.2661502255847495,26.615022558474955,-2074.13,2074.130000000001,1,1
8,4,4185.83,5023.96,838.1300000000001,19402.33,23588.160000000003,0,0,0,1,2,4,7,3,3,0,0.8330076259313507,83.30076259313508,-4185.83,4185.830000000002,1,1
13,2,7080.64,15372.9,8292.259999999998,9948.38,17029.02,0,1,1,0,3,0,21,12,5,0,0.4605623816988533,46.056238169885326,-7080.640000000001,7080.640000000001,1,1
10,5,8972.24,18653.19,9680.95,10620.79,19593.03,0,1,1,0,2,2,23,3,3,0,0.4809771960079746,48.09771960079746,-8972.239999999998,8972.239999999998,1,1
21,4,9890.56,18090.58,8200.020000000002,5235.0,15125.56,0,0,1,0,2,0,23,26,2,0,0.5466940974751789,54.669409747517896,-9890.56,9890.56,1,1
10,4,928.48,6459.15,5530.67,18515.16,19443.64,0,1,1,1,2,0,5,3,6,0,0.1437242169299474,14.372421692994749,-928.4799999999996,928.4799999999996,1,1
24,4,8172.43,4387.35,-3785.08,8563.44,16735.870000000003,0,3,0,0,1,3,6,25,6,0,1.8623013205418888,186.2301320541889,-8172.43,8172.430000000002,1,1
4,1,6813.26,17743.66,10930.4,13188.58,6375.32,0,1,2,0,1,2,11,18,6,1,0.3839611466210116,38.39611466210116,-6813.26,-6813.26,1,1
25,3,7344.94,79.55,7424.49,18356.9,25701.84,0,1,1,0,3,4,1,16,7,0,91.18485412787088,9118.48541278709,7344.94,7344.939999999999,1,1
23,1,6520.49,18159.31,11638.820000000002,4776.33,-1744.16,0,2,1,1,3,0,16,9,3,1,0.3590516901969184,35.90516901969184,-6520.49,-6520.49,1,1
4,3,1402.1,10212.92,11615.02,12555.75,13957.85,0,2,2,2,1,1,19,7,1,0,0.1372734464338862,13.727344643388628,1402.1000000000004,1402.1000000000004,1,1
21,3,1815.34,18290.83,20106.17,12096.74,13912.08,0,0,2,1,2,4,14,16,6,1,0.0992432140469269,9.924321404692694,1815.3399999999965,1815.34,1,1
24,2,361.75,1076.62,714.8699999999999,12012.26,12374.01,0,2,2,1,1,2,23,5,3,0,0.3356934726526976,33.56934726526977,-361.75,361.75,1,1
17,3,6054.85,12945.24,19000.09,9319.96,15374.81,0,1,2,0,0,1,18,16,4,0,0.467691777689893,46.7691777689893,6054.85,6054.85,1,0
3,5,1660.32,12017.86,10357.54,12770.11,14430.43,0,1,2,2,2,2,19,16,4,0,0.1381428854317297,13.814288543172978,-1660.3199999999997,1660.3199999999997,1,1
