Type,Amount,oldBal,newBal,oldBalDest,newBalDest,isFraud,DeviceType,Browser,Geolocation,Hour,Day,Month,IsBusinessHours,NormalizedAmount,AmountPercentage,OriginBalanceChange,DestBalanceChange,BalanceDifference,IsCommonDevice,IsCommonBrowser
5,4170.88,1394.2,-2776.6800000000003,18293.22,22464.1,0,2,3,3,2,15,7,0,2.9894495412844035,298.9449541284404,-4170.88,4170.879999999997,8341.759999999998,1,1
1,9887.19,5953.72,-3933.47,9737.62,-149.5699999999997,1,2,2,0,9,11,7,1,1.6603954510035737,166.03954510035737,-9887.19,-9887.19,0.0,1,0
1,3450.37,18097.2,14646.830000000002,19846.78,16396.41,1,1,2,4,19,15,6,0,0.19064713617928852,19.064713617928852,-3450.369999999999,-3450.369999999999,0.0,1,0
2,175.04,167.14,-7.900000000000006,5783.37,5958.41,0,2,0,3,4,22,2,0,1.0410372308790294,104.10372308790295,-175.04,175.03999999999996,350.0799999999999,1,1
3,3414.69,6677.49,10092.18,13735.03,17149.72,1,2,2,2,2,28,4,0,0.511296715275459,51.129671527545895,3414.6900000000005,3414.6900000000005,0.0,1,0
4,8949.24,7400.07,-1549.17,7826.37,16775.61,0,0,1,2,2,25,7,0,1.2091819155878811,120.91819155878811,-8949.24,8949.240000000002,17898.480000000003,1,1
5,2497.05,9144.61,6647.56,1157.38,3654.43,0,2,0,4,8,24,2,0,0.27303263532995614,27.303263532995615,-2497.05,2497.0499999999997,4994.1,1,1
3,4785.82,5594.28,10380.1,1886.01,6671.83,0,0,3,1,17,18,5,1,0.8553316366651892,85.53316366651892,4785.820000000001,4785.82,9.094947017729282e-13,1,1
5,1566.76,5774.54,4207.78,1143.92,2710.6800000000003,0,1,0,3,9,28,2,1,0.27127506692014947,27.127506692014947,-1566.7600000000002,1566.7600000000002,3133.5200000000004,1,1
4,9780.89,13670.65,3889.76,6758.96,16539.85,0,1,3,1,18,22,5,0,0.715414013670625,71.54140136706249,-9780.89,9780.89,19561.78,1,1
2,2916.74,5568.02,2651.2800000000007,10191.11,13107.85,0,2,1,0,5,4,3,0,0.5237438543944894,52.37438543944894,-2916.74,2916.74,5833.48,1,1
2,7321.41,10243.43,2922.0200000000004,5041.28,12362.69,0,1,2,0,22,29,2,0,0.7146722658068824,71.46722658068823,-7321.41,7321.410000000001,14642.82,1,0
4,7486.6,11350.08,3863.48,12005.42,19492.02,0,2,1,4,14,14,7,1,0.6595495758993858,65.95495758993857,-7486.6,7486.6,14973.2,1,1
1,7143.73,18108.22,10964.490000000002,13405.52,6261.790000000001,1,0,3,1,20,18,1,0,0.39448027027116567,39.44802702711657,-7143.73,-7143.73,0.0,1,1
4,9143.0,7749.11,-1393.8900000000003,1295.92,10438.92,0,0,3,3,18,31,5,0,1.1797251909972892,117.97251909972893,-9143.0,9143.0,18286.0,1,1
1,5376.26,12199.57,6823.31,913.21,-4463.05,1,0,3,3,13,13,4,1,0.4406564611325537,44.06564611325537,-5376.259999999999,-5376.26,9.094947017729282e-13,1,1
5,5964.49,17775.01,11810.52,14595.38,20559.87,0,1,2,1,3,23,2,0,0.33553592735377624,33.55359273537763,-5964.489999999998,5964.49,11928.979999999998,1,0
4,7572.88,11420.62,3847.7400000000007,19215.5,26788.38,0,0,0,4,6,23,7,0,0.6630302881727811,66.3030288172781,-7572.88,7572.880000000001,15145.760000000002,1,1
5,2210.17,15636.96,13426.79,3559.89,5770.06,0,0,1,1,20,29,2,0,0.1413336522155064,14.133365221550639,-2210.1699999999983,2210.1700000000005,4420.339999999998,1,1
5,5048.5,7289.01,2240.51,18966.98,24015.48,0,0,0,0,2,19,5,0,0.6925230555239293,69.25230555239294,-5048.5,5048.5,10097.0,1,1
3,6368.05,3426.56,9794.61,18892.95,25261.0,0,2,1,1,7,20,7,0,1.8578959959854824,185.78959959854825,6368.050000000001,6368.049999999999,1.8189894035458565e-12,1,1
1,535.06,2561.84,2026.78,4.75,-530.31,1,2,1,3,3,27,4,0,0.2087762014015701,20.87762014015701,-535.0600000000002,-535.06,2.2737367544323206e-13,1,1
4,3636.94,9594.2,5957.26,435.63,4072.57,0,2,3,1,17,4,6,1,0.3790374353843588,37.90374353843588,-3636.9400000000005,3636.94,7273.880000000001,1,1
5,4478.91,102.53,-4376.38,9060.88,13539.79,0,1,1,2,9,26,1,1,43.2619530570849,4326.19530570849,-4478.91,4478.910000000002,8957.820000000002,1,1
2,32.93,10824.51,10791.58,10539.66,10572.59,0,1,2,3,16,6,3,1,0.0030418890195473467,0.3041889019547347,-32.93000000000029,32.93000000000029,65.86000000000058,1,0
2,3114.3,2007.36,-1106.9400000000005,9847.72,12962.02,0,0,0,2,15,18,2,1,1.5506682068951783,155.06682068951784,-3114.3,3114.300000000001,6228.600000000001,1,1
1,1088.65,14904.14,13815.49,13138.91,12050.26,1,2,3,2,13,10,5,1,0.07303856253614525,7.3038562536145255,-1088.6499999999996,-1088.6499999999996,0.0,1,1
5,3569.92,115.64,-3454.28,1394.01,4963.93,0,1,2,0,12,22,3,1,30.606310013717422,3060.631001371742,-3569.92,3569.92,7139.84,1,0
2,4979.86,2664.04,-2315.82,14435.21,19415.07,0,2,3,2,7,6,5,0,1.8685873382763485,186.85873382763484,-4979.860000000001,4979.860000000001,9959.720000000001,1,1
5,7708.07,4185.87,-3522.2,998.67,8706.74,0,2,3,0,4,1,4,0,1.84101011017777,184.101011017777,-7708.07,7708.07,15416.14,1,1
3,1643.05,6417.97,8061.02,2788.99,4432.04,1,1,1,1,9,20,5,1,0.25596785777157394,25.596785777157393,1643.0500000000002,1643.0500000000002,0.0,1,1
5,4524.09,6443.18,1919.09,3474.66,7998.75,0,1,1,1,21,1,7,0,0.7020427734793255,70.20427734793256,-4524.09,4524.09,9048.18,1,1
5,3483.1,18039.94,14556.839999999998,6418.41,9901.51,0,0,0,4,18,17,5,0,0.19306643667125994,19.306643667125993,-3483.1000000000004,3483.1000000000004,6966.200000000001,1,1
2,5304.23,10183.04,4878.810000000001,15231.96,20536.19,0,1,0,4,17,7,1,1,0.520837506529825,52.083750652982495,-5304.23,5304.23,10608.46,1,1
4,8601.21,3116.02,-5485.189999999999,9450.4,18051.61,0,2,3,2,5,4,2,0,2.759433689870453,275.9433689870453,-8601.21,8601.210000000001,17202.42,1,1
4,6088.06,7888.06,1800.0,9567.33,15655.39,0,1,3,3,20,2,5,0,0.771709177012217,77.1709177012217,-6088.06,6088.0599999999995,12176.119999999999,1,1
3,293.5,11677.66,11971.16,6740.05,7033.55,1,2,0,2,7,26,2,0,0.025131307872649774,2.5131307872649775,293.5,293.5,0.0,1,1
3,5299.5,17377.05,22676.55,1118.59,6418.09,1,1,3,1,8,15,5,0,0.3049536628102693,30.495366281026932,5299.5,5299.5,0.0,1,1
3,2755.67,11625.0,14380.67,15167.83,17923.5,1,0,1,3,3,19,6,0,0.23702649234474454,23.702649234474453,2755.67,2755.67,0.0,1,1
3,3207.49,1941.11,5148.599999999999,2983.55,6191.04,1,2,0,2,10,15,7,1,1.6515490883626571,165.15490883626572,3207.49,3207.49,0.0,1,1
3,5305.36,16007.99,21313.35,9721.86,15027.22,0,2,1,2,5,14,2,0,0.33139879530188976,33.13987953018898,5305.359999999999,5305.359999999999,0.0,1,1
5,7942.48,1522.28,-6420.2,5331.33,13273.81,0,1,0,1,10,10,1,1,5.214064387374613,521.4064387374613,-7942.48,7942.48,15884.96,1,1
3,9564.48,1693.73,11258.21,16495.25,26059.73,1,1,0,2,14,10,3,1,5.643660052043688,564.3660052043688,9564.48,9564.48,0.0,1,1
3,3952.43,8959.44,12911.87,3056.49,7008.92,1,2,0,0,20,3,6,0,0.44109775859221195,44.109775859221195,3952.4300000000003,3952.4300000000003,0.0,1,1
2,8337.03,6853.73,-1483.300000000001,15113.18,23450.21,0,2,3,2,3,2,4,0,1.216244841153481,121.6244841153481,-8337.03,8337.029999999999,16674.059999999998,1,1
2,4759.69,10221.48,5461.79,13477.66,18237.35,0,1,3,1,23,13,6,0,0.46561010635383976,46.56101063538397,-4759.69,4759.689999999999,9519.379999999997,1,1
1,7535.02,15591.1,8056.08,8114.66,579.6399999999994,1,0,3,3,14,5,1,1,0.48325882979201007,48.325882979201005,-7535.02,-7535.02,0.0,1,1
5,6374.07,10125.55,3751.48,17307.73,23681.8,0,1,3,1,3,4,7,0,0.6294414188445225,62.94414188445225,-6374.07,6374.07,12748.14,1,1
5,9985.15,15599.35,5614.200000000001,11370.52,21355.67,0,1,3,3,20,1,1,0,0.6400593576426169,64.0059357642617,-9985.15,9985.149999999998,19970.299999999996,1,1
4,8370.77,8824.28,453.5100000000002,12287.02,20657.79,0,2,2,4,11,29,1,1,0.9484990844483121,94.84990844483121,-8370.77,8370.77,16741.54,1,0
5,1449.62,10686.81,9237.19,709.81,2159.43,0,2,3,1,14,13,1,1,0.1356330249134294,13.56330249134294,-1449.619999999999,1449.62,2899.239999999999,1,1
1,1383.64,6722.31,5338.67,13155.49,11771.85,0,1,2,4,3,16,5,0,0.20579744203376016,20.579744203376016,-1383.6400000000003,-1383.6399999999994,9.094947017729282e-13,1,0
2,7495.17,2964.63,-4530.54,587.34,8082.51,0,1,0,3,1,6,3,0,2.527344948628116,252.73449486281157,-7495.17,7495.17,14990.34,1,1
2,7275.55,1498.32,-5777.2300000000005,14513.31,21788.86,0,0,0,2,7,11,3,0,4.852566496811888,485.2566496811888,-7275.55,7275.550000000001,14551.100000000002,1,1
5,2519.34,18344.25,15824.91,2709.21,5228.55,0,2,2,2,14,3,7,1,0.1373292814216214,13.732928142162141,-2519.34,2519.34,5038.68,1,0
3,7757.63,16442.36,24199.99,16070.46,23828.09,1,0,1,4,14,1,2,1,0.47177888217493263,47.17788821749326,7757.630000000001,7757.630000000001,0.0,1,1
3,122.66,13557.47,13680.13,5036.97,5159.63,1,2,3,1,1,7,6,0,0.009046743474743095,0.9046743474743095,122.65999999999985,122.65999999999985,0.0,1,1
2,4035.69,10865.25,6829.56,15555.15,19590.84,0,1,0,4,1,5,4,0,0.37139675601058325,37.13967560105832,-4035.6899999999996,4035.6900000000005,8071.38,1,1
4,8671.9,15786.66,7114.76,2203.44,10875.34,0,2,3,2,20,12,6,0,0.5492834276897273,54.928342768972726,-8671.9,8671.9,17343.8,1,1
1,4385.63,14769.33,10383.7,14240.66,9855.03,0,1,1,0,12,22,4,1,0.2969215989080813,29.692159890808128,-4385.629999999999,-4385.629999999999,0.0,1,1
1,4256.06,4525.05,268.9899999999998,16322.04,12065.98,0,2,1,2,14,11,4,1,0.9403475436639013,94.03475436639013,-4256.06,-4256.060000000001,9.094947017729282e-13,1,1
4,1342.13,5889.18,4547.05,3494.05,4836.18,0,2,3,0,4,6,6,0,0.22785891093311242,22.785891093311243,-1342.13,1342.13,2684.26,1,1
4,1712.52,1963.81,251.29,12569.72,14282.24,0,0,2,4,14,4,3,1,0.8715957268132797,87.15957268132797,-1712.52,1712.5200000000004,3425.0400000000004,1,0
2,7117.73,4701.14,-2416.5899999999992,8945.04,16062.77,0,1,0,3,21,7,5,0,1.5137214119528553,151.37214119528554,-7117.73,7117.73,14235.46,1,1
5,2277.6,6034.36,3756.76,15558.6,17836.2,0,2,3,3,1,17,1,0,0.37737599745499856,37.73759974549986,-2277.5999999999995,2277.6000000000004,4555.2,1,1
1,4416.2,13176.0,8759.8,17030.59,12614.39,1,2,0,1,21,24,6,0,0.33514457008423765,33.51445700842376,-4416.200000000001,-4416.200000000001,0.0,1,1
1,5277.57,2003.66,-3273.91,850.4,-4427.17,1,0,0,4,15,24,6,1,2.6326509233485975,263.26509233485973,-5277.57,-5277.57,0.0,1,1
4,5571.0,1273.57,-4297.43,3782.46,9353.46,0,1,2,0,15,23,3,1,4.370885867390571,437.0885867390571,-5571.0,5570.999999999999,11142.0,1,0
5,4665.25,3413.91,-1251.34,3243.96,7909.21,0,0,2,1,2,25,1,0,1.3661414210037748,136.61414210037748,-4665.25,4665.25,9330.5,1,0
3,3166.26,14045.99,17212.25,4335.34,7501.6,1,1,1,4,15,12,1,1,0.2254048732148311,22.54048732148311,3166.26,3166.26,0.0,1,1
5,997.62,19799.61,18801.99,9389.41,10387.03,0,2,2,4,21,9,5,0,0.05038329627218555,5.038329627218555,-997.619999999999,997.6200000000008,1995.2399999999998,1,0
4,5184.4,16090.06,10905.66,3010.8,8195.2,0,0,3,1,3,16,7,0,0.322191328601099,32.2191328601099,-5184.4,5184.400000000001,10368.8,1,1
1,1045.91,14296.97,13251.06,4105.72,3059.8100000000004,1,1,0,4,15,20,2,1,0.07315094380530944,7.315094380530944,-1045.9099999999999,-1045.9099999999999,0.0,1,1
1,5133.26,3717.0,-1416.2600000000002,1727.94,-3405.32,1,2,3,2,17,14,1,1,1.3806508875739645,138.06508875739644,-5133.26,-5133.26,0.0,1,1
2,8736.03,16700.18,7964.15,14459.98,23196.01,0,0,3,2,6,26,3,0,0.5230786088168621,52.30786088168621,-8736.03,8736.029999999999,17472.059999999998,1,1
5,6439.22,12871.02,6431.8,17057.46,23496.68,0,0,3,2,18,11,1,0,0.5002493781084865,50.02493781084865,-6439.22,6439.220000000001,12878.440000000002,1,1
3,1297.97,9381.42,10679.39,10631.68,11929.65,1,0,3,1,17,8,4,1,0.13834064132707766,13.834064132707766,1297.9699999999993,1297.9699999999993,0.0,1,1
1,8922.02,12185.88,3263.8599999999988,131.91,-8790.11,1,1,0,2,17,7,5,1,0.7321004227497112,73.21004227497112,-8922.02,-8922.02,0.0,1,1
1,377.01,14410.18,14033.17,16732.74,16355.73,1,1,1,3,0,17,1,0,0.02616093893768588,2.616093893768588,-377.0100000000002,-377.01000000000204,1.8189894035458565e-12,1,1
5,7093.4,10015.35,2921.9500000000007,11236.82,18330.22,0,1,2,0,14,19,5,1,0.7081821222301536,70.81821222301537,-7093.4,7093.4000000000015,14186.800000000001,1,0
5,6125.65,2232.42,-3893.23,13062.64,19188.29,0,0,2,4,20,15,5,0,2.7427219242238357,274.27219242238357,-6125.65,6125.6500000000015,12251.300000000001,1,0
4,6706.17,728.04,-5978.13,15289.46,21995.63,0,2,0,4,3,6,2,0,9.198631076484144,919.8631076484144,-6706.17,6706.170000000002,13412.340000000002,1,1
3,1543.82,6180.24,7724.059999999999,10733.82,12277.64,1,0,0,1,5,7,5,0,0.24975894804278753,24.975894804278752,1543.8199999999988,1543.8199999999997,9.094947017729282e-13,1,1
5,6367.83,173.85,-6193.98,18476.42,24844.25,0,0,1,3,0,14,1,0,36.41881612810981,3641.881612810981,-6367.83,6367.830000000002,12735.660000000002,1,1
1,4854.7,4914.74,60.03999999999997,5139.94,285.2399999999998,1,0,3,3,21,19,4,0,0.9875827444087767,98.75827444087767,-4854.7,-4854.7,0.0,1,1
4,5772.53,18685.47,12912.940000000002,9463.0,15235.53,0,1,0,1,11,10,1,1,0.3089149529044276,30.891495290442762,-5772.529999999999,5772.530000000001,11545.06,1,1
5,8218.0,16432.06,8214.060000000001,11734.75,19952.75,0,2,3,1,17,22,3,1,0.50008945382053,50.00894538205301,-8218.0,8218.0,16436.0,1,1
4,1171.42,8233.21,7061.789999999999,10081.34,11252.76,0,1,3,2,0,11,4,0,0.14226258499601058,14.226258499601057,-1171.42,1171.42,2342.84,1,1
4,47.6,13309.94,13262.34,15823.94,15871.54,0,2,0,4,4,24,4,0,0.0035760059019122616,0.35760059019122614,-47.600000000000364,47.600000000000364,95.20000000000073,1,1
5,5970.73,1456.41,-4514.32,19438.13,25408.86,0,0,0,4,14,1,1,1,4.096808722322476,409.68087223224757,-5970.73,5970.73,11941.46,1,1
2,8820.19,15028.24,6208.049999999999,15058.22,23878.41,0,0,2,4,0,22,4,0,0.5868686640176084,58.68686640176084,-8820.19,8820.19,17640.38,1,0
4,4386.5,14718.51,10332.01,2046.14,6432.64,0,1,1,1,1,5,6,0,0.2980058439445335,29.80058439445335,-4386.5,4386.5,8773.0,1,1
5,6369.19,9467.61,3098.420000000001,5182.18,11551.37,0,1,0,0,15,11,4,1,0.6726636750272742,67.26636750272742,-6369.19,6369.1900000000005,12738.380000000001,1,1
3,3844.47,1341.24,5185.71,3781.16,7625.629999999999,0,0,0,4,8,8,2,0,2.8642195136488255,286.42195136488255,3844.4700000000003,3844.4699999999993,9.094947017729282e-13,1,1
2,9756.46,19065.47,9309.010000000002,16625.19,26381.65,0,2,1,3,18,10,5,0,0.5117077256566107,51.17077256566107,-9756.46,9756.460000000003,19512.920000000002,1,1
3,9978.09,3115.37,13093.46,13508.62,23486.71,0,0,3,0,4,29,4,0,3.201830976424494,320.1830976424494,9978.09,9978.089999999998,1.8189894035458565e-12,1,1
1,3533.68,11359.26,7825.58,6043.17,2509.49,0,0,2,0,11,16,6,1,0.3110562610362791,31.10562610362791,-3533.6800000000003,-3533.6800000000003,0.0,1,0
2,7834.39,7909.44,75.04999999999927,14635.73,22470.12,0,0,3,0,19,29,1,0,0.9903861226429883,99.03861226429883,-7834.39,7834.389999999999,15668.779999999999,1,1
3,2330.8,296.72,2627.5200000000004,18112.0,20442.8,0,0,2,4,13,11,7,1,7.828832460029558,782.8832460029557,2330.8,2330.7999999999993,9.094947017729282e-13,1,0
4,5308.29,16944.17,11635.879999999996,7936.18,13244.47,0,2,0,4,0,2,4,0,0.31326271734069355,31.326271734069355,-5308.290000000003,5308.289999999999,10616.580000000002,1,1
3,9707.59,15693.39,25400.98,5272.79,14980.38,1,2,1,0,13,23,2,1,0.6185388536923067,61.85388536923067,9707.59,9707.59,0.0,1,1
1,4473.21,12240.84,7767.63,5298.0,824.79,1,1,0,2,22,9,6,0,0.3654034034099449,36.54034034099449,-4473.21,-4473.21,0.0,1,1
4,6612.94,6410.71,-202.2299999999996,885.39,7498.33,0,0,0,3,14,11,2,1,1.0313847631910986,103.13847631910986,-6612.94,6612.94,13225.88,1,1
2,4695.88,15666.8,10970.919999999998,13439.83,18135.71,0,2,2,0,13,29,2,1,0.2997153397413804,29.971533974138044,-4695.880000000001,4695.879999999999,9391.76,1,0
1,1604.66,4414.78,2810.12,4806.27,3201.6100000000006,1,0,0,0,11,21,6,1,0.3633921979808777,36.33921979808777,-1604.6599999999999,-1604.6599999999999,0.0,1,1
4,7975.07,5943.76,-2031.3099999999995,4228.37,12203.44,0,0,1,4,1,16,3,0,1.3415293468533631,134.1529346853363,-7975.07,7975.070000000001,15950.14,1,1
4,1506.69,8333.61,6826.92,7241.64,8748.33,0,1,2,3,10,15,1,1,0.1807751052538751,18.07751052538751,-1506.6900000000005,1506.6899999999996,3013.38,1,0
4,2936.56,19721.7,16785.14,6165.29,9101.85,0,2,3,4,15,13,5,1,0.14889239302935195,14.889239302935195,-2936.5600000000013,2936.5600000000004,5873.120000000002,1,1
4,6316.99,9357.55,3040.5599999999995,7479.7,13796.69,0,1,3,0,2,24,5,0,0.6749966608074969,67.49966608074969,-6316.99,6316.990000000001,12633.98,1,1
1,344.16,7701.82,7357.66,15848.03,15503.87,1,2,1,4,20,10,1,0,0.044679740666405295,4.467974066640529,-344.15999999999985,-344.15999999999985,0.0,1,1
4,8401.52,17923.2,9521.68,13091.87,21493.39,0,0,2,1,5,21,1,0,0.46872496401513036,46.87249640151304,-8401.52,8401.519999999999,16803.04,1,0
1,820.75,2867.02,2046.27,19837.8,19017.05,1,1,1,1,1,19,7,0,0.2861730392396148,28.61730392396148,-820.75,-820.75,0.0,1,1
3,5183.81,11948.81,17132.62,15473.45,20657.26,0,0,0,1,6,3,7,0,0.4337985290142689,43.379852901426894,5183.8099999999995,5183.809999999998,1.8189894035458565e-12,1,1
4,8900.41,2838.95,-6061.46,3506.81,12407.22,0,2,2,1,9,1,4,1,3.1340023591964647,313.4002359196465,-8900.41,8900.41,17800.82,1,0
3,7346.76,7203.09,14549.85,10487.79,17834.550000000003,0,1,2,2,15,18,3,1,1.0198040279896559,101.98040279896559,7346.76,7346.760000000002,1.8189894035458565e-12,1,0
4,686.19,13913.84,13227.65,11844.2,12530.39,0,2,3,1,7,28,4,0,0.0493135386393232,4.93135386393232,-686.1900000000005,686.1899999999987,1372.3799999999992,1,1
2,6371.99,4536.97,-1835.0199999999995,8228.04,14600.03,0,1,1,2,14,14,7,1,1.40414987318118,140.414987318118,-6371.99,6371.99,12743.98,1,1
3,9646.74,100.03,9746.77,7038.94,16685.68,0,0,0,4,19,9,1,0,95.48391566861328,9548.391566861328,9646.74,9646.740000000002,1.8189894035458565e-12,1,1
2,574.06,10264.28,9690.22,13083.97,13658.03,0,0,2,1,0,4,2,0,0.055922488232176805,5.59224882321768,-574.0600000000013,574.0600000000013,1148.1200000000026,1,0
4,7684.91,1446.13,-6238.78,7064.57,14749.48,0,2,3,1,18,22,3,0,5.310448957591923,531.0448957591923,-7684.91,7684.91,15369.82,1,1
5,8782.7,19879.79,11097.09,1947.99,10730.69,0,1,2,0,20,1,7,0,0.4417681591123894,44.17681591123894,-8782.7,8782.7,17565.4,1,0
1,8961.29,1551.29,-7410.000000000001,18004.82,9043.53,1,2,0,0,10,20,2,1,5.772948353722565,577.2948353722566,-8961.29,-8961.289999999999,1.8189894035458565e-12,1,1
5,3486.52,2405.51,-1081.0099999999998,11295.45,14781.97,0,2,2,1,2,5,1,0,1.4487868323838253,144.87868323838254,-3486.52,3486.5199999999986,6973.039999999999,1,0
5,7561.93,3663.9,-3898.03,6909.99,14471.92,0,1,0,3,3,11,2,0,2.0633386995552403,206.33386995552402,-7561.93,7561.93,15123.86,1,1
2,9840.42,12560.47,2720.0499999999997,8206.19,18046.61,0,1,1,4,0,10,4,0,0.7833812443925752,78.33812443925751,-9840.42,9840.42,19680.84,1,1
1,6442.75,18775.82,12333.07,11214.46,4771.709999999999,1,2,3,0,10,8,7,1,0.3431225308651838,34.31225308651838,-6442.75,-6442.75,0.0,1,1
4,3706.94,3229.15,-477.79,12437.41,16144.35,0,2,0,1,0,23,2,0,1.1476061483212854,114.76061483212854,-3706.94,3706.9400000000005,7413.880000000001,1,1
4,5910.38,10540.74,4630.36,13440.34,19350.72,0,0,2,2,11,25,5,1,0.5606645582228361,56.066455822283615,-5910.38,5910.380000000001,11820.760000000002,1,0
5,2832.99,674.17,-2158.82,19867.16,22700.15,0,2,3,3,10,11,4,1,4.195965460550676,419.5965460550676,-2832.9900000000002,2832.9900000000016,5665.980000000001,1,1
1,1513.65,17729.02,16215.37,10877.59,9363.94,1,1,2,2,19,17,3,0,0.08537215412052553,8.537215412052552,-1513.6499999999996,-1513.6499999999996,0.0,1,0
5,6779.85,6011.7,-768.1500000000005,3150.18,9930.03,0,1,1,3,20,5,3,0,1.1275882714920087,112.75882714920087,-6779.85,6779.85,13559.7,1,1
3,5014.68,18140.16,23154.84,6955.71,11970.39,0,2,0,4,0,2,4,0,0.2764255427988067,27.64255427988067,5014.68,5014.679999999999,9.094947017729282e-13,1,1
1,2501.91,15458.94,12957.03,17101.01,14599.1,1,2,3,0,16,23,1,1,0.16183180529808006,16.183180529808006,-2501.91,-2501.909999999998,1.8189894035458565e-12,1,1
2,6155.27,1272.9,-4882.370000000001,8840.48,14995.75,0,1,0,3,21,12,5,0,4.831831383939084,483.18313839390845,-6155.27,6155.27,12310.54,1,1
2,2782.74,9829.05,7046.31,8422.67,11205.41,0,1,2,3,21,3,4,0,0.28308503008631697,28.308503008631696,-2782.739999999999,2782.74,5565.479999999999,1,0
3,8951.95,6173.62,15125.57,5826.6,14778.55,1,0,3,1,8,17,5,0,1.4497977203455437,144.97977203455437,8951.95,8951.949999999999,1.8189894035458565e-12,1,1
4,3170.56,14298.51,11127.95,3890.41,7060.969999999999,0,2,2,4,11,10,1,1,0.22172508009015693,22.172508009015694,-3170.5599999999995,3170.5599999999995,6341.119999999999,1,0
2,5303.37,17063.92,11760.55,11973.27,17276.64,0,0,3,0,21,21,3,0,0.310776141933276,31.0776141933276,-5303.369999999999,5303.369999999999,10606.739999999998,1,1
2,5306.88,10206.92,4900.04,1601.64,6908.52,0,0,1,2,3,13,3,0,0.5198786824348153,51.98786824348153,-5306.88,5306.88,10613.76,1,1
3,5506.89,7539.15,13046.04,7279.91,12786.8,0,1,0,0,10,16,2,1,0.7303422345709304,73.03422345709303,5506.890000000001,5506.889999999999,1.8189894035458565e-12,1,1
2,8790.0,17735.43,8945.43,10248.71,19038.71,0,0,3,2,19,13,3,0,0.49559014976520077,49.559014976520075,-8790.0,8790.0,17580.0,1,1
2,1966.55,9058.38,7091.829999999999,916.95,2883.5,0,2,1,0,8,19,4,0,0.21707335380566883,21.70733538056688,-1966.5500000000002,1966.55,3933.1000000000004,1,1
2,1101.83,16616.59,15514.76,5127.0,6228.83,0,0,2,3,15,29,4,1,0.06630504182616132,6.630504182616131,-1101.83,1101.83,2203.66,1,0
4,3740.0,15923.71,12183.71,1766.11,5506.11,0,0,0,2,4,10,6,0,0.23485514021919396,23.485514021919396,-3740.0,3740.0,7480.0,1,1
2,6931.37,15267.0,8335.630000000001,218.26,7149.63,0,1,3,3,12,1,5,1,0.45398022006811634,45.39802200681164,-6931.369999999999,6931.37,13862.739999999998,1,1
4,6774.42,4690.66,-2083.76,3539.6,10314.02,0,0,0,1,2,3,7,0,1.443928161887264,144.39281618872639,-6774.42,6774.42,13548.84,1,1
1,2437.35,17477.78,15040.429999999998,10640.65,8203.3,1,0,0,4,10,15,1,1,0.13944623137312787,13.944623137312787,-2437.3500000000004,-2437.3500000000004,0.0,1,1
3,3711.2,9264.09,12975.29,378.52,4089.72,0,0,3,4,2,18,3,0,0.40055736101861933,40.05573610186193,3711.2000000000007,3711.2,9.094947017729282e-13,1,1
2,5056.29,3041.72,-2014.57,3541.18,8597.47,0,0,1,3,16,13,1,1,1.6617664458116423,166.17664458116423,-5056.29,5056.289999999999,10112.579999999998,1,1
2,1066.95,3677.93,2610.98,17767.62,18834.57,0,2,3,4,19,8,5,0,0.29001639063532064,29.001639063532064,-1066.9499999999998,1066.9500000000007,2133.9000000000005,1,1
5,1093.66,17555.19,16461.53,3192.95,4286.61,0,0,0,3,4,4,3,0,0.062294837319486755,6.229483731948675,-1093.6599999999999,1093.6599999999999,2187.3199999999997,1,1
3,2649.69,1825.5,4475.1900000000005,9514.67,12164.36,1,0,0,2,22,24,5,0,1.4506925814399125,145.06925814399125,2649.6900000000005,2649.6900000000005,0.0,1,1
4,1174.82,4882.0,3707.18,14435.94,15610.76,0,2,1,4,19,3,7,0,0.24059389719434773,24.059389719434773,-1174.8200000000002,1174.8199999999997,2349.64,1,1
5,57.58,7905.58,7848.0,13829.84,13887.42,0,2,1,2,23,28,1,0,0.007282541882836827,0.7282541882836827,-57.57999999999993,57.57999999999993,115.15999999999985,1,1
4,5760.02,5368.6,-391.4200000000001,5503.29,11263.31,0,1,2,4,22,3,1,0,1.072709326579261,107.27093265792611,-5760.02,5760.0199999999995,11520.04,1,0
5,9904.68,19862.98,9958.3,19347.5,29252.18,0,2,1,4,14,15,3,1,0.49862514964272014,49.862514964272016,-9904.68,9904.68,19809.36,1,1
2,505.99,16115.71,15609.72,1849.16,2355.15,0,0,1,3,16,21,1,1,0.03139536543128219,3.1395365431282194,-505.9899999999998,505.99,1011.9799999999998,1,1
2,1652.23,12153.04,10500.81,71.85,1724.08,0,1,2,2,21,29,4,0,0.1359408065137189,13.59408065137189,-1652.2300000000014,1652.23,3304.4600000000014,1,0
4,4723.0,8290.11,3567.1100000000006,7577.2,12300.2,0,2,3,2,7,11,5,0,0.5696462837907107,56.96462837907107,-4723.0,4723.000000000001,9446.0,1,1
1,8387.16,9272.74,885.5799999999999,14149.31,5762.15,1,1,3,3,16,19,4,1,0.9043988725152959,90.4398872515296,-8387.16,-8387.16,0.0,1,1
5,8324.16,3742.35,-4581.81,14428.66,22752.82,0,0,0,4,8,14,2,0,2.223719395728425,222.3719395728425,-8324.16,8324.16,16648.32,1,1
